"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000004975",606.789083527829,0.131065424386218,0.271868392242498,0,1,1
"ENSG00000005007",849.948993925322,0.582487139401361,0.234674309519415,0,1,1
"ENSG00000005020",1050.19607981717,-0.0623861202332477,0.238430398391737,0,1,1
"ENSG00000005022",11497.929760275,0.467323564036046,0.221271051616713,0,1,1
"ENSG00000005059",334.434054375878,0.566069140101127,0.308093028295393,0,1,1
"ENSG00000005075",751.040383722993,1.08863841180572,0.295302199539539,0.300161705344317,0.764053813718378,1
"ENSG00000005100",570.30730277746,-1.00993883977933,0.277392502236636,-0.0358295184591999,0.971418295845913,1
"ENSG00000005108",323.733369612613,-2.38110242476278,0.335354524808887,-4.11833544082892,3.81618933234764e-05,0.000756196371636589
"ENSG00000005156",421.619963957256,-0.60164159990392,0.273290709293351,0,1,1
"ENSG00000005175",650.237756618771,-0.350036595802863,0.24781011747583,0,1,1
"ENSG00000005187",201.226524311292,-0.977854305786852,0.325686080497156,0,1,1
"ENSG00000005189",73.5887689705971,-0.166571223454969,0.4632227156576,0,1,1
"ENSG00000005194",816.076207377953,0.226477175035734,0.237466388206901,0,1,1
"ENSG00000005206",468.163439159925,0.647559694280237,0.283223089429836,0,1,1
"ENSG00000005238",208.116402894004,-1.11803591920992,0.399769484481352,-0.295259953027813,0.76779530631886,1
"ENSG00000005249",57.7466396206854,-0.331818060446294,0.592951343470933,0,1,1
"ENSG00000005302",517.75293230918,0.98733097588831,0.268139621896974,0,1,1
"ENSG00000005339",490.890697912138,-2.15054579836011,0.269295485751068,-4.27242883463578,1.93355271835892e-05,0.000413274777750153
"ENSG00000005421",6.86567931783946,0.336989350726985,1.37908603094632,0,1,1
"ENSG00000005436",330.971253735472,-0.0404141417304327,0.290315856518654,0,1,1
"ENSG00000005448",830.122648128253,0.527679213446831,0.293614668583871,0,1,1
"ENSG00000005469",136.866064816254,-0.453953893420333,0.380632831104405,0,1,1
"ENSG00000005483",424.987956102665,-3.38241898032762,0.313001024664505,-7.61153731966614,2.70854666075664e-14,2.97231184228401e-12
"ENSG00000005486",1661.70145942287,2.02338877001958,0.278337183423671,3.67679502045485,0.000236182672740364,0.00367093429845789
"ENSG00000005700",1461.59120712104,-1.05682872679764,0.237893217728666,-0.23888334161108,0.811196043123772,1
"ENSG00000005801",189.052930484234,-0.190811513029265,0.329670137393123,0,1,1
"ENSG00000005810",429.089165577724,-0.885310494293995,0.274699822408738,0,1,1
"ENSG00000005812",328.203019068531,-0.989425522404009,0.285185150670457,0,1,1
"ENSG00000005844",14.569807897362,-1.84676975702939,1.01932087821371,-0.830719526233285,0.406132092950857,1
"ENSG00000005882",204.349105129155,-0.877486872557078,0.349164366817157,0,1,1
"ENSG00000005884",3324.4138343704,-0.743233841890651,0.209019869604212,0,1,1
"ENSG00000005889",333.596748132957,-2.63650206286043,0.303985061623796,-5.38349501162567,7.30532730192277e-08,2.69714697932274e-06
"ENSG00000005893",2258.13529723541,-0.12458378864768,0.236633542796723,0,1,1
"ENSG00000005961",15.808057904495,1.04178725939067,0.927791008837444,0.0450395175127158,0.964075810478847,1
"ENSG00000005981",649.756806679707,-1.32447211386025,0.298892024239043,-1.08558304520279,0.277663504309521,1
"ENSG00000006007",1242.24269392684,-0.079686836582127,0.234259885500987,0,1,1
"ENSG00000006015",580.546991674794,1.53839704373283,0.364198509142776,1.47830655594957,0.139325743702872,0.631231708308578
"ENSG00000006016",38.1313766084137,0.179467561820106,0.60899448715006,0,1,1
"ENSG00000006025",176.050036427863,1.30038354180675,0.539420293073042,0.556863628721656,0.57762060641092,1
"ENSG00000006042",137.495296043251,1.34210478868863,0.373112817626117,0.916893691471744,0.359198350051622,1
"ENSG00000006047",3.74116638626653,2.25974799381968,1.89282860511885,0.665537276017964,0.505706909831156,NA
"ENSG00000006062",284.25175868737,-1.89294493781746,0.310391628059326,-2.87683319102533,0.00401687874773938,0.0394474380806526
"ENSG00000006071",37.5857469177301,0.404283414025097,0.678143247884736,0,1,1
"ENSG00000006118",1383.77472547581,1.07131996122776,0.222186662209765,0.320991190553247,0.748217066872127,1
"ENSG00000006125",4217.85407420916,-0.109613114178129,0.207068716493249,0,1,1
"ENSG00000006194",414.349299696383,-0.3237075909338,0.270211838177058,0,1,1
"ENSG00000006282",2399.33648947512,1.15951431787224,0.243550185472317,0.654954614642946,0.512496975436267,1
"ENSG00000006283",160.710635669564,0.0409545436396083,0.39616971182575,0,1,1
"ENSG00000006327",1555.07225696254,1.01620348448035,0.259288519717609,0.0624921014551594,0.95017095177321,1
"ENSG00000006432",411.948162884402,-2.75401056648447,0.289275826012127,-6.06345366173437,1.33229178951277e-09,6.68230154917892e-08
"ENSG00000006451",670.31569759135,-1.01319268518986,0.257447062333137,-0.0512442638509963,0.959130880703932,1
"ENSG00000006453",888.213505580027,-0.609286712151539,0.237535910190104,0,1,1
"ENSG00000006459",90.3874019357737,-2.93552073448485,0.495588241042385,-3.90550173348306,9.40300842917616e-05,0.00165856085032858
"ENSG00000006468",180.699765507512,-1.87479511071242,0.367597930698192,-2.37976070499334,0.0173238838039699,0.126682837244505
"ENSG00000006530",411.653360968578,-0.262252362488278,0.269451275305217,0,1,1
"ENSG00000006534",3271.72028583515,-0.35401747894466,0.23661354365986,0,1,1
"ENSG00000006576",445.886505693622,-0.448470697932081,0.296217538654956,0,1,1
"ENSG00000006606",53.8989119303126,0.992349360691756,0.563854506034918,0,1,1
"ENSG00000006607",407.025862429822,-0.779839800216007,0.2730715476545,0,1,1
"ENSG00000006625",857.073808369093,1.1079595131432,0.231939309226222,0.465464493721945,0.6415988580596,1
"ENSG00000006634",317.842990672939,-2.2445639352369,0.31876017783637,-3.90438963764093,9.44634863842021e-05,0.00166440998477165
"ENSG00000006652",709.764751236795,0.529522388619841,0.253130880677885,0,1,1
"ENSG00000006695",205.164335531879,-2.1858102166866,0.347056980717419,-3.41675944461729,0.00063371248485518,0.00847247165974411
"ENSG00000006704",253.559796741437,-2.73066676026082,0.345549251417869,-5.00845177108472,5.48696206125772e-07,1.68009956298923e-05
"ENSG00000006712",795.27687685265,0.274578627341482,0.23978655781044,0,1,1
"ENSG00000006715",606.687601562304,0.133868901768034,0.244356016085991,0,1,1
"ENSG00000006740",71.0336269902027,-1.07469950778657,0.49586484065419,-0.150644896879606,0.880255842923962,1
"ENSG00000006744",1218.20937477942,0.760687912480643,0.224561349000591,0,1,1
"ENSG00000006747",4.6204789311131,1.03171554884634,1.76933599154762,0.017925113713758,0.985698594384653,NA
"ENSG00000006756",371.004674760197,0.225035431281276,0.279158833608533,0,1,1
"ENSG00000006831",1469.69956306739,-0.650298920472444,0.220221827997735,0,1,1
"ENSG00000006837",10.7072766564466,0.483535887644063,1.10028705457254,0,1,1
"ENSG00000007047",160.009867893868,-2.6344532882186,0.390895316320229,-4.18130691256383,2.89838323365847e-05,0.000594154700599677
"ENSG00000007080",1023.94041397327,1.7173297406096,0.291656466053318,2.45950227099872,0.0139129817380596,0.106653147866391
"ENSG00000007168",1344.89823571463,-1.68184855839336,0.23334267665932,-2.9220910986157,0.00347689828398587,0.0352235215870217
"ENSG00000007202",2446.27649992201,0.356164150215579,0.211969959853355,0,1,1
"ENSG00000007237",7.18114320437403,-1.73499937550203,1.44800871111667,-0.507593200137045,0.611738660336617,1
"ENSG00000007255",214.385646487245,0.370493065258143,0.426107316212929,0,1,1
"ENSG00000007264",2.33961728447505,-2.18962342942782,2.58844340868744,-0.459590279406983,0.645810337693687,NA
"ENSG00000007341",104.926901437176,1.00591906655714,0.39742858282582,0.0148934093140831,0.988117217946058,1
"ENSG00000007372",5.43761004651873,-0.861379818107422,1.59092633366283,0,1,1
"ENSG00000007376",232.560475063505,-1.43017160373378,0.34159195943094,-1.25931419595005,0.207916867692626,0.839626748244536
"ENSG00000007384",238.476512795387,-0.178671088717725,0.333729535717135,0,1,1
"ENSG00000007392",292.065547698397,-0.292612154550633,0.28898422945267,0,1,1
"ENSG00000007402",14.6483208319328,-0.701318931951008,0.954363832549336,0,1,1
"ENSG00000007516",40.0153908626232,0.753544619599764,0.63591632631195,0,1,1
"ENSG00000007520",921.622687181162,1.18692478590563,0.340850406449402,0.548407108716122,0.583412396392994,1
"ENSG00000007541",710.506383195352,0.458735185003252,0.288382563135487,0,1,1
"ENSG00000007545",197.238089252144,-2.2895495676794,0.348354734058982,-3.7018287440901,0.000214051083363179,0.00336857484511197
"ENSG00000007866",115.031567373141,-0.275904583955886,0.392285263724996,0,1,1
"ENSG00000007923",785.737469388344,0.708983398917607,0.23685632877787,0,1,1
"ENSG00000007944",119.972628840331,0.114079805283428,0.39611056209859,0,1,1
"ENSG00000007968",153.463425543493,-1.22887894417981,0.371108061397291,-0.616744738225394,0.537403107260942,1
"ENSG00000008018",2290.9662226219,0.795927479572796,0.246108331474815,0,1,1
"ENSG00000008056",4.95685655938336,2.6532537309543,1.85681706257345,0.890369743082274,0.373267383417305,1
"ENSG00000008083",129.168911244413,-4.19380622792184,0.522021892688361,-6.11814614033532,9.46702287177302e-10,4.97734054586369e-08
"ENSG00000008086",134.825427228416,-2.22317293206541,0.402630103127833,-3.0379569797767,0.00238187955706471,0.0258092197730716
"ENSG00000008128",328.081510552624,1.27197609584232,0.311623987643391,0.872770090322933,0.382788405309031,1
"ENSG00000008130",843.751703161945,-0.0387551471522246,0.246360419754868,0,1,1
"ENSG00000008226",3.81777430305081,1.31591390643759,1.78077039996964,0.177402941133216,0.859191897269527,NA
"ENSG00000008256",376.972247846081,-2.83961784413763,0.315900822392823,-5.82340314977106,5.76612351901476e-09,2.59016169393985e-07
"ENSG00000008277",68.4833000826334,-0.69553375641897,0.48767581444788,0,1,1
"ENSG00000008282",1278.85933065795,-0.56471559943103,0.22886878068044,0,1,1
"ENSG00000008283",62.6065871274249,0.245113019549826,0.524244951019964,0,1,1
"ENSG00000008294",737.893744713601,-0.885005516547133,0.239934638616564,0,1,1
"ENSG00000008300",787.525789092277,-0.118696003510302,0.240020972427651,0,1,1
"ENSG00000008323",25.4094519732246,0.767097745121957,0.727787497127463,0,1,1
"ENSG00000008324",83.3576131155446,-0.0317877796160381,0.435934890831785,0,1,1
"ENSG00000008382",151.241251381367,0.648813141672904,0.363046869587632,0,1,1
"ENSG00000008394",8461.49413282732,1.11470629654168,0.216402712601989,0.53005942098633,0.596070732762647,1
"ENSG00000008405",350.185327724162,0.390005736500551,0.284366310250047,0,1,1
"ENSG00000008441",107.825808501225,-1.4529889731994,0.422858847041542,-1.07125338956168,0.284055511458585,1
"ENSG00000008513",577.380896774288,-2.6336292998258,0.274007162005009,-5.96199489046911,2.49176941585019e-09,1.19480708852101e-07
"ENSG00000008516",5.47389109307644,1.94429956981384,1.55553955451622,0.607055967861593,0.543813770274832,1
"ENSG00000008517",2.97645582327337,1.73801960510279,2.30190142545138,0.320613036224203,0.748503657276584,NA
"ENSG00000008710",1794.02371471785,-0.849897370664971,0.228554809284501,0,1,1
"ENSG00000008735",56.6437010907732,0.89592095615395,0.569990743164274,0,1,1
"ENSG00000008838",592.103355446305,0.662731112050117,0.253799262057844,0,1,1
"ENSG00000008853",282.14179673097,-0.0789025832048934,0.294493299725962,0,1,1
"ENSG00000008869",150.829537200298,-1.37370886064729,0.38315170629586,-0.975354812484437,0.32938429012403,1
"ENSG00000008952",1699.43133764,0.232697076021668,0.241229812150474,0,1,1
"ENSG00000008988",16007.9684319508,1.77153274518592,0.248178526562028,3.10878123048686,0.00187860763257047,0.0212428170125586
"ENSG00000009307",4995.92807455335,0.4854553505822,0.204481530041439,0,1,1
"ENSG00000009335",1971.80297106719,-0.345328007566424,0.219585296335498,0,1,1
"ENSG00000009413",143.586142519168,-1.95411580095694,0.384426702809406,-2.48191864400736,0.0130677106918197,0.101623758236227
"ENSG00000009694",26.5389257669154,-0.629137524002637,0.830335315597032,0,1,1
"ENSG00000009709",140.160462049037,-1.69844469542875,0.382362965706654,-1.82665361991304,0.0677518658679731,0.37135160130546
"ENSG00000009724",29.9556590149675,3.43005699534781,0.835728825383532,2.90770991922244,0.00364085892468875,0.0365673736348807
"ENSG00000009780",60.7065424837646,-0.247108337082875,0.506615450138249,0,1,1
"ENSG00000009790",6.16199373928534,3.10305754813925,1.56144813419871,1.34686353140925,0.178024188743661,0.756248362417778
"ENSG00000009830",503.066064256421,0.0414900101443383,0.268418207991563,0,1,1
"ENSG00000009844",727.496355739752,-0.115469449331757,0.252958112074044,0,1,1
"ENSG00000009950",245.436312008452,0.235868536741682,0.452999247724131,0,1,1
"ENSG00000009954",1758.79607621004,-1.26507710632052,0.230237340145962,-1.15132109393061,0.24960016224485,0.951553334778629
"ENSG00000010017",338.575672323716,-0.355016891080628,0.282099273436526,0,1,1
"ENSG00000010072",278.206147685821,0.180605779896706,0.291548509150551,0,1,1
"ENSG00000010165",475.870354959804,-0.447030749604615,0.271423825072821,0,1,1
"ENSG00000010219",197.24148477549,0.618940054839861,0.34728789171643,0,1,1
"ENSG00000010244",2493.06209808193,0.211380111281354,0.209663335436085,0,1,1
"ENSG00000010256",3643.97680808096,1.1144622775794,0.307237837238604,0.372552673225953,0.709481402143559,1
"ENSG00000010270",773.396635286379,-0.45832007487499,0.238250688538665,0,1,1
"ENSG00000010278",1544.47233859941,-0.0663917347240423,0.273558165563205,0,1,1
"ENSG00000010292",2539.21672715378,-1.38384137638659,0.221203132258624,-1.73524385693515,0.0826976213715971,0.432009203529388
"ENSG00000010295",27.5090132995457,5.42616949969853,1.00542029748417,4.40230768244286,1.0710551783358e-05,0.000243571950222095
"ENSG00000010310",40.5430017723603,0.935173602365753,0.655841100489004,0,1,1
"ENSG00000010318",48.3604670177494,-0.130314419372331,0.558887948180199,0,1,1
"ENSG00000010319",6.48358055139676,5.33295553654062,1.96439562088244,2.20574485632084,0.0274018692716889,0.183325681039847
"ENSG00000010322",496.478164733575,0.721528547358787,0.290487307807615,0,1,1
"ENSG00000010361",133.007180793498,0.00767325793997092,0.433748693356212,0,1,1
"ENSG00000010404",4525.36305703244,0.857119255366455,0.224371918970722,0,1,1
"ENSG00000010539",138.5897329142,-0.767638951179928,0.385107272831598,0,1,1
"ENSG00000010626",192.315304433518,0.2710381219252,0.338901689635251,0,1,1
"ENSG00000010704",689.837331415781,-0.718258025349641,0.2412443548926,0,1,1
"ENSG00000010803",211.958215441962,-0.642581991153926,0.351945958618995,0,1,1
"ENSG00000010810",18.7017409406532,-3.87857069841593,1.15816340282888,-2.48546162949448,0.0129383534346844,0.100884605155233
"ENSG00000010818",189.185100889302,-3.78688896918758,0.411151175077476,-6.77825855334704,1.21633035717405e-11,8.68481120967373e-10
"ENSG00000011007",527.36313107283,0.527067217201552,0.254482898573582,0,1,1
"ENSG00000011009",551.616568651882,0.341461187907605,0.254977338723577,0,1,1
"ENSG00000011021",150.627879466336,-0.823274622255473,0.364156560383296,0,1,1
"ENSG00000011028",1619.11045653449,-0.510603478482208,0.217500587117332,0,1,1
"ENSG00000011052",661.504940566145,3.63114530526453,0.295139429348454,8.91492306220493,4.88155084038715e-19,9.61665515556269e-17
"ENSG00000011105",251.932453315406,-0.273054305919561,0.300907399531633,0,1,1
"ENSG00000011114",330.614936129152,-2.00995639362864,0.30335768324715,-3.32925931797088,0.000870772882592834,0.0111147598776545
"ENSG00000011132",219.520046541544,0.671879882366425,0.328429999872634,0,1,1
"ENSG00000011143",141.659595185055,0.094966231728429,0.366500783513896,0,1,1
"ENSG00000011198",197.163701090561,-0.0331498788664792,0.351306105552406,0,1,1
"ENSG00000011201",3.2774932224646,0.0753290913341288,1.93910652861415,0,1,NA
"ENSG00000011243",536.06872847485,0.678949412469171,0.281234105813361,0,1,1
"ENSG00000011258",148.230664833092,-2.01583459428094,0.419818559464552,-2.41969910900691,0.0155333542355051,0.116081295751711
"ENSG00000011260",920.063045602269,-0.295998023765493,0.238590462773352,0,1,1
"ENSG00000011275",570.028840281573,-1.36644134181604,0.258910724749113,-1.41531928494322,0.156974903165742,0.689601462026613
"ENSG00000011295",769.974379871594,-0.186729851646608,0.240078905344517,0,1,1
"ENSG00000011304",4871.15601073847,-0.708509761921423,0.20862419604045,0,1,1
"ENSG00000011332",39.2050422897478,1.75620311161509,0.635934788321689,1.1891205285542,0.234392241282497,0.911643086872053
"ENSG00000011347",39.4330515767931,-1.02782721318459,0.639762989224598,-0.0434961284933373,0.965306050622008,1
"ENSG00000011376",294.776842739534,-0.962461423783238,0.293014187989914,0,1,1
"ENSG00000011405",776.048502511096,-0.818359772922483,0.299202673908285,0,1,1
"ENSG00000011422",816.590951635076,0.820581705969096,0.249516663940565,0,1,1
"ENSG00000011426",2458.94016443439,-1.14427282988484,0.210883692512323,-0.684134596497605,0.493890177290851,1
"ENSG00000011451",932.525410725307,1.06573505166874,0.294853229906387,0.222941602809006,0.823580956759044,1
"ENSG00000011454",351.939008634589,-2.30897684805573,0.299988028952389,-4.36343027629105,1.28038760870227e-05,0.000284838337277425
"ENSG00000011478",202.390640997701,0.483401188061563,0.354755062487096,0,1,1
"ENSG00000011485",1083.39457093945,0.093707022029971,0.226428862603309,0,1,1
"ENSG00000011523",355.225545045199,-0.0353021469326344,0.282185524597073,0,1,1
"ENSG00000011566",260.691179302349,-3.14914133984977,0.339531221730606,-6.32973111837991,2.4558878136904e-10,1.44968309175638e-08
"ENSG00000011590",12.9306644287126,4.00695003335387,1.1622898460853,2.58709137267401,0.00967899217987553,0.0801986431774063
"ENSG00000011638",129.286205910888,-1.13479827204375,0.389410043603119,-0.346160234585863,0.729222297604214,1
"ENSG00000011677",97.8506206060093,0.497346211832163,0.416926044012297,0,1,1
"ENSG00000012048",844.969684264828,-1.07362246349848,0.237542404949871,-0.309933982162136,0.756611160313328,1
"ENSG00000012061",1817.38358713189,0.824498593695672,0.262824256220689,0,1,1
"ENSG00000012124",11.8464643160886,2.36689205174926,1.12663549054872,1.21325136942342,0.225033729542805,0.888130946597732
"ENSG00000012171",88.8031865390614,0.65181679141566,0.459436532672867,0,1,1
"ENSG00000012174",933.599048810436,-1.41050917646752,0.257936759460835,-1.59151094758889,0.111494633648701,0.537455411199856
"ENSG00000012211",284.917942748759,-0.229402127683867,0.294221108052544,0,1,1
"ENSG00000012232",445.98839708009,-2.19639599287036,0.291124878435553,-4.10956287658942,3.96408772266398e-05,0.000779985539750647
"ENSG00000012504",5.67952747905746,-1.33401044455648,1.54044531019971,-0.216827200774286,0.828343013043868,1
"ENSG00000012660",1151.33829415777,-2.40587368956657,0.272552414204185,-5.15817734974582,2.49365366855135e-07,8.33818632607016e-06
"ENSG00000012822",269.564323187568,-1.33342633262153,0.367769150782086,-0.906618545662345,0.364608551055581,1
"ENSG00000012963",800.4508391227,-0.085413300194379,0.26969505836575,0,1,1
"ENSG00000012983",431.57497013487,-0.96972649463673,0.275673589719671,0,1,1
"ENSG00000013275",4563.1534910334,1.87826104038096,0.270539665583952,3.24633002885272,0.00116903231888201,0.0142223567306844
"ENSG00000013288",455.813974958122,0.259869285369093,0.258759209326572,0,1,1
"ENSG00000013297",9.62594576191695,3.56142406332381,1.30402660133956,1.96424218700185,0.0495020125997907,0.291468278004745
"ENSG00000013306",4230.33297618302,1.6143800605787,0.250477274893995,2.45283753122398,0.0141734338097968,0.108344935121079
"ENSG00000013364",2194.17089770491,0.102785498436097,0.237672178441686,0,1,1
"ENSG00000013374",1034.22358294662,0.163712941916089,0.231030693432519,0,1,1
"ENSG00000013375",453.062018986201,-0.36528530232882,0.268148513875354,0,1,1
"ENSG00000013392",44.2334364806787,-1.5322213559662,0.620741467631108,-0.857396168484253,0.391225976096039,1
"ENSG00000013441",482.166564547273,0.877877393123437,0.290626065145741,0,1,1
"ENSG00000013503",70.2087470175123,-2.69839108703852,0.57051468034089,-2.97694545918381,0.00291135797400794,0.03045656700768
"ENSG00000013523",326.375531722043,-0.0923650516640394,0.280283635833187,0,1,1
"ENSG00000013561",954.27150271029,-0.376393934154698,0.238339752257405,0,1,1
"ENSG00000013563",380.612536659003,0.0212444878332021,0.271109426365792,0,1,1
"ENSG00000013573",783.864856863283,0.902696001348112,0.292358500554245,0,1,1
"ENSG00000013583",535.699193762433,0.0148613569577377,0.321944414554985,0,1,1
"ENSG00000013588",1102.47381665726,-2.49504772887378,0.332599438206271,-4.49503985014728,6.95569195281658e-06,0.000165549518370457
"ENSG00000013619",46.1099148998421,-2.03081693792438,0.633766217600106,-1.62649398042671,0.103844612871973,0.510819273486653
"ENSG00000013810",1198.6081259855,-0.336184225230581,0.239277887210286,0,1,1
"ENSG00000014123",292.325000828401,-0.998056992592934,0.297018216172893,0,1,1
"ENSG00000014138",432.713742496106,-0.619101623280847,0.268125150836726,0,1,1
"ENSG00000014164",242.103783413205,-1.00602393068944,0.318531642437492,-0.0189115613235162,0.984911656588491,1
"ENSG00000014216",2135.32875283145,-0.152219290834872,0.245365989290117,0,1,1
"ENSG00000014641",4622.34808893686,0.872452747412647,0.214022852704492,0,1,1
"ENSG00000014824",651.160994154988,-0.381873001418343,0.250473588260367,0,1,1
"ENSG00000014914",208.171756610357,-0.38452951400489,0.391547053394056,0,1,1
"ENSG00000014919",852.691813216686,0.321799892287695,0.240583067883542,0,1,1
"ENSG00000015133",155.236690142768,-0.988819232737462,0.354108151869692,0,1,1
"ENSG00000015153",175.90885558536,0.00625559680187015,0.33676767996181,0,1,1
"ENSG00000015171",575.76357556058,-0.384611688675218,0.259171271006179,0,1,1
"ENSG00000015285",8.88715549696067,1.99844152215423,1.21365815662525,0.822671125888147,0.410695039412086,1
"ENSG00000015413",7.81198760373412,0.189647599157344,1.29341739065871,0,1,1
"ENSG00000015475",671.038262510829,1.18550996821558,0.264515896642437,0.701318788663738,0.483104090823901,1
"ENSG00000015479",3909.6573858459,0.278375820578162,0.224892292580644,0,1,1
"ENSG00000015532",294.870589693515,-2.41829175997006,0.312862429660061,-4.53327605206895,5.80758352520625e-06,0.000141942897190803
